pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,weighing_approach,w_l1,n_l1,w_l2,n_l2,w_l3,n_l3,grams_used,n_g_used,fallback_level,unconvertible
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,DUMALAG,pieces,mL,small,473,1,3,473,1,473,9,355,164,473,9,province x item x unit,0
fresh fish,CAPIZ,DUMALAG,pieces or units,g,medium,530,2,3,722.5,4,377.5,120,390,685,722.5,4,cell pooled across sizes,0
fresh fish,CAPIZ,DUMALAG,pieces or units,g,large,907.5,2,3,722.5,4,377.5,120,390,685,722.5,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,pieces or units,mL,medium,45,1,2,45,1,65,17,100,166,65,17,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,putos,mL,medium,49.5,2,2,49.5,2,62.5,22,65,148,62.5,22,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,small cup,mL,medium,105,2,2,105,2,100,27,100,185,100,27,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,lipid/lapad,mL,small,375,4,3,375,5,375,103,375,618,375,5,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,lipid/lapad,mL,large,750,1,3,375,5,375,103,375,618,375,5,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,long-neck,mL,small,750,1,2,875,2,750,26,750,478,750,26,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,long-neck,mL,medium,1000,1,2,875,2,750,26,750,478,750,26,province x item x unit,0
loaf bread,CAPIZ,DUMALAG,large packs,g,large,700,3,3,700,3,640,68,640,411,700,3,own cell x size,0
loaf bread,CAPIZ,DUMALAG,medium packs,g,medium,500,4,3,500,5,450,39,450,352,500,5,cell pooled across sizes,0
loaf bread,CAPIZ,DUMALAG,medium packs,g,large,640,1,3,500,5,450,39,450,352,500,5,cell pooled across sizes,0
loaf bread,CAPIZ,DUMALAG,small packs,g,small,400,1,3,450,2,400,33,370,259,400,33,province x item x unit,0
loaf bread,CAPIZ,DUMALAG,small packs,g,medium,500,1,3,450,2,400,33,370,259,400,33,province x item x unit,0
mango,CAPIZ,DUMALAG,pieces or units,g,small,155,3,3,195,8,230,73,230,539,195,8,cell pooled across sizes,0
mango,CAPIZ,DUMALAG,pieces or units,g,medium,195,3,3,195,8,230,73,230,539,195,8,cell pooled across sizes,0
mango,CAPIZ,DUMALAG,pieces or units,g,large,285,2,3,195,8,230,73,230,539,195,8,cell pooled across sizes,0
"mineral or spring water, all drinking water sold in containers",CAPIZ,DUMALAG,container,mL,medium,1000,1,3,1000,1,1000,1,1000,1,,,,1
"prawns, lobster, shrimp",CAPIZ,DUMALAG,tumpok,g,conventional_nsu,215,1,1,215,1,290,39,260,147,290,39,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,bilog,g,small,250,1,3,375,2,70,41,229,222,70,41,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,bilog,g,large,500,1,3,375,2,70,41,229,222,70,41,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,putos,g,medium,1000,3,2,1000,3,250,61,250,473,1000,3,own cell x size,0
cabbage,CAPIZ,DUMARAO,pack,g,small,87.5,2,3,355,5,160,11,150,43,355,5,cell pooled across sizes,0
cabbage,CAPIZ,DUMARAO,pack,g,medium,465,2,3,355,5,160,11,150,43,355,5,cell pooled across sizes,0
cabbage,CAPIZ,DUMARAO,pack,g,large,770,1,3,355,5,160,11,150,43,355,5,cell pooled across sizes,0
cabbage,CAPIZ,DUMARAO,pieces or units,g,small,570,3,3,890,7,695,169,655,1306,890,7,cell pooled across sizes,0
cabbage,CAPIZ,DUMARAO,pieces or units,g,medium,925,2,3,890,7,695,169,655,1306,890,7,cell pooled across sizes,0
cabbage,CAPIZ,DUMARAO,pieces or units,g,large,1387.5,2,3,890,7,695,169,655,1306,890,7,cell pooled across sizes,0
camote tops,CAPIZ,DUMARAO,bugkos,g,conventional_nsu,175,1,1,175,1,210,51,195,449,210,51,province x item x unit,0
carrot,CAPIZ,DUMARAO,pieces or units,g,small,87.5,2,3,135,5,135,153,140,1169,135,5,cell pooled across sizes,0
carrot,CAPIZ,DUMARAO,pieces or units,g,medium,140,2,3,135,5,135,153,140,1169,135,5,cell pooled across sizes,0
carrot,CAPIZ,DUMARAO,pieces or units,g,large,220,1,3,135,5,135,153,140,1169,135,5,cell pooled across sizes,0
chicken,CAPIZ,DUMARAO,bilog,g,medium,1270,1,3,1352.5,2,1192.5,34,1095,230,1192.5,34,province x item x unit,0
chicken,CAPIZ,DUMARAO,bilog,g,large,1435,1,3,1352.5,2,1192.5,34,1095,230,1192.5,34,province x item x unit,0
fresh fish,CAPIZ,DUMARAO,pack,g,medium,780,1,2,780,1,680,4,620,29,680,4,province x item x unit,0
fresh fish,CAPIZ,DUMARAO,pieces or units,g,large,680,1,3,680,1,377.5,120,390,685,377.5,120,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,pieces or units,mL,small,112.5,2,3,112.5,2,65,17,100,166,65,17,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,putos,mL,small,45,1,3,45,1,62.5,22,65,148,62.5,22,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,small cup,mL,small,100,3,3,100,3,100,27,100,185,100,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMARAO,lipid/lapad,mL,medium,375,3,3,375,3,375,103,375,618,375,3,own cell x size,0
loaf bread,CAPIZ,DUMARAO,large packs,g,large,640,2,3,640,2,640,68,640,411,640,68,province x item x unit,0
loaf bread,CAPIZ,DUMARAO,medium packs,g,small,450,4,3,450,5,450,39,450,352,450,5,cell pooled across sizes,0
loaf bread,CAPIZ,DUMARAO,medium packs,g,large,640,1,3,450,5,450,39,450,352,450,5,cell pooled across sizes,0
loaf bread,CAPIZ,DUMARAO,small packs,g,small,360,2,3,360,2,400,33,370,259,400,33,province x item x unit,0
mango,CAPIZ,DUMARAO,pieces or units,g,small,155,2,3,220,6,230,73,230,539,220,6,cell pooled across sizes,0
mango,CAPIZ,DUMARAO,pieces or units,g,medium,230,3,3,220,6,230,73,230,539,220,6,cell pooled across sizes,0
mango,CAPIZ,DUMARAO,pieces or units,g,large,355,1,3,220,6,230,73,230,539,220,6,cell pooled across sizes,0
"prawns, lobster, shrimp",CAPIZ,DUMARAO,tumpok,g,conventional_nsu,570,1,1,570,1,290,39,260,147,290,39,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,bilog,g,medium,250,2,2,250,2,70,41,229,222,70,41,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,putos,g,medium,250,2,2,250,2,250,61,250,473,250,61,province x item x unit,0
cabbage,CAPIZ,IVISAN,pieces or units,g,small,507.5,6,3,705,18,695,169,655,1306,507.5,6,own cell x size,0
cabbage,CAPIZ,IVISAN,pieces or units,g,medium,715,7,3,705,18,695,169,655,1306,715,7,own cell x size,0
cabbage,CAPIZ,IVISAN,pieces or units,g,large,1100,5,3,705,18,695,169,655,1306,1100,5,own cell x size,0
camote,CAPIZ,IVISAN,bilog,g,small,90,3,3,205,9,145,58,140,509,205,9,cell pooled across sizes,0
camote,CAPIZ,IVISAN,bilog,g,medium,212.5,4,3,205,9,145,58,140,509,205,9,cell pooled across sizes,0
camote,CAPIZ,IVISAN,bilog,g,large,292.5,2,3,205,9,145,58,140,509,205,9,cell pooled across sizes,0
camote tops,CAPIZ,IVISAN,bundle,g,conventional_nsu,155,3,1,155,3,170,7,500,101,155,3,own cell x size,0
carrot,CAPIZ,IVISAN,pieces or units,g,small,77.5,6,3,135,13,135,153,140,1169,77.5,6,own cell x size,0
carrot,CAPIZ,IVISAN,pieces or units,g,medium,135,3,3,135,13,135,153,140,1169,135,3,own cell x size,0
carrot,CAPIZ,IVISAN,pieces or units,g,large,180,4,3,135,13,135,153,140,1169,180,4,own cell x size,0
chicken,CAPIZ,IVISAN,whole (chicken),g,small,900,3,3,1145,9,1160,75,1120,468,1145,9,cell pooled across sizes,0
chicken,CAPIZ,IVISAN,whole (chicken),g,medium,1210,4,3,1145,9,1160,75,1120,468,1145,9,cell pooled across sizes,0
chicken,CAPIZ,IVISAN,whole (chicken),g,large,1647.5,2,3,1145,9,1160,75,1120,468,1145,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,pieces or units,g,small,31,2,3,31,2,31.5,88,32,505,31.5,88,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,putos,g,medium,250,3,2,250,3,287.5,54,210,482,250,3,own cell x size,0
fresh fish,CAPIZ,IVISAN,pieces or units,g,small,225,5,3,490,15,377.5,120,390,685,225,5,own cell x size,0
fresh fish,CAPIZ,IVISAN,pieces or units,g,medium,492.5,6,3,490,15,377.5,120,390,685,492.5,6,own cell x size,0
fresh fish,CAPIZ,IVISAN,pieces or units,g,large,587.5,4,3,490,15,377.5,120,390,685,587.5,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,IVISAN,putos,mL,medium,700,1,2,700,1,62.5,22,65,148,62.5,22,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,IVISAN,small cup,mL,small,180,1,3,180,1,100,27,100,185,100,27,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,small,437.5,6,3,600,12,375,103,375,618,437.5,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,medium,750,3,3,600,12,375,103,375,618,750,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,large,1000,3,3,600,12,375,103,375,618,1000,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,long-neck,mL,large,750,4,3,750,4,750,26,750,478,750,4,own cell x size,0
loaf bread,CAPIZ,IVISAN,large packs,g,large,640,3,3,640,3,640,68,640,411,640,3,own cell x size,0
loaf bread,CAPIZ,IVISAN,medium packs,g,medium,450,4,3,450,4,450,39,450,352,450,4,own cell x size,0
loaf bread,CAPIZ,IVISAN,small packs,g,small,360,3,3,360,3,400,33,370,259,360,3,own cell x size,0
mango,CAPIZ,IVISAN,pieces or units,g,small,220,4,3,252.5,12,230,73,230,539,220,4,own cell x size,0
mango,CAPIZ,IVISAN,pieces or units,g,medium,260,5,3,252.5,12,230,73,230,539,260,5,own cell x size,0
mango,CAPIZ,IVISAN,pieces or units,g,large,295,3,3,252.5,12,230,73,230,539,295,3,own cell x size,0
"prawns, lobster, shrimp",CAPIZ,IVISAN,tumpok,g,conventional_nsu,250,3,1,250,3,290,39,260,147,250,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,IVISAN,bilog,g,large,70,3,3,70,3,70,41,229,222,70,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,IVISAN,pack,g,medium,280,3,2,280,3,280,3,250,85,280,3,own cell x size,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,small,460,4,3,802.5,10,695,169,655,1306,460,4,own cell x size,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,medium,840,3,3,802.5,10,695,169,655,1306,840,3,own cell x size,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,large,1360,3,3,802.5,10,695,169,655,1306,1360,3,own cell x size,0
camote tops,CAPIZ,JAMINDAN,bugkos,g,medium,230,1,2,230,1,210,51,195,449,210,51,province x item x unit,0
camote tops,CAPIZ,JAMINDAN,bundle,g,conventional_nsu,245,1,1,245,1,170,7,500,101,170,7,province x item x unit,0
carrot,CAPIZ,JAMINDAN,pieces or units,g,medium,145,3,2,145,3,135,153,140,1169,145,3,own cell x size,0
chicken,CAPIZ,JAMINDAN,bilog,g,large,1075,1,3,1075,1,1192.5,34,1095,230,1192.5,34,province x item x unit,0
chicken,CAPIZ,JAMINDAN,chicken wings,g,medium,15,1,2,15,1,15,1,15,1,,,,1
chicken,CAPIZ,JAMINDAN,whole (chicken),g,large,1245,1,3,1245,1,1160,75,1120,468,1160,75,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,pieces or units,g,small,48,1,3,129,2,31.5,88,32,505,31.5,88,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,pieces or units,g,large,210,1,3,129,2,31.5,88,32,505,31.5,88,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,g,small,240,1,2,285,2,287.5,54,210,482,287.5,54,province x item x unit,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,g,medium,330,1,2,285,2,287.5,54,210,482,287.5,54,province x item x unit,0
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,JAMINDAN,pieces,mL,small,355,1,3,355,1,473,9,355,164,473,9,province x item x unit,0
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,small,370,2,3,390,5,377.5,120,390,685,390,5,cell pooled across sizes,0
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,medium,405,2,3,390,5,377.5,120,390,685,390,5,cell pooled across sizes,0
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,large,585,1,3,390,5,377.5,120,390,685,390,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,pieces or units,mL,small,90,1,3,90,1,65,17,100,166,65,17,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,putos,mL,small,60,2,3,60,2,62.5,22,65,148,62.5,22,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,small cup,mL,small,80,2,3,80,2,100,27,100,185,100,27,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,tub,mL,medium,875,2,3,1000,3,1000,9,1000,9,1000,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,tub,mL,large,1250,1,3,1000,3,1000,9,1000,9,1000,3,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,JAMINDAN,lipid/lapad,mL,medium,375,1,3,375,1,375,103,375,618,375,103,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,JAMINDAN,long-neck,mL,large,750,1,3,750,1,750,26,750,478,750,26,province x item x unit,0
loaf bread,CAPIZ,JAMINDAN,individual,g,small,60,1,3,60,1,60,1,60,1,,,,1
loaf bread,CAPIZ,JAMINDAN,large packs,g,medium,640,1,2,640,1,640,68,640,411,640,68,province x item x unit,0
loaf bread,CAPIZ,JAMINDAN,medium packs,g,medium,450,1,3,450,1,450,39,450,352,450,39,province x item x unit,0
loaf bread,CAPIZ,JAMINDAN,small packs,g,small,400,1,3,400,1,400,33,370,259,400,33,province x item x unit,0
mango,CAPIZ,JAMINDAN,pieces or units,g,medium,185,3,2,185,3,230,73,230,539,185,3,own cell x size,0
"prawns, lobster, shrimp",CAPIZ,JAMINDAN,tumpok,g,conventional_nsu,1000,1,1,1000,1,290,39,260,147,290,39,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,JAMINDAN,bilog,g,small,250,1,3,250,1,70,41,229,222,70,41,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,JAMINDAN,putos,g,medium,250,1,2,250,1,250,61,250,473,250,61,province x item x unit,0
rice,CAPIZ,JAMINDAN,letse,g,conventional_nsu,430,1,1,430,1,430,1,425,3,425,3,item x unit (national),0
cabbage,CAPIZ,MA-AYON,pack,g,medium,145,1,2,145,1,160,11,150,43,160,11,province x item x unit,0
cabbage,CAPIZ,MA-AYON,pieces or units,g,small,580,3,3,700,9,695,169,655,1306,700,9,cell pooled across sizes,0
cabbage,CAPIZ,MA-AYON,pieces or units,g,medium,705,4,3,700,9,695,169,655,1306,700,9,cell pooled across sizes,0
cabbage,CAPIZ,MA-AYON,pieces or units,g,large,850,2,3,700,9,695,169,655,1306,700,9,cell pooled across sizes,0
camote,CAPIZ,MA-AYON,bilog,g,small,215,1,3,260,3,145,58,140,509,260,3,cell pooled across sizes,0
camote,CAPIZ,MA-AYON,bilog,g,medium,330,2,3,260,3,145,58,140,509,260,3,cell pooled across sizes,0
camote tops,CAPIZ,MA-AYON,bugkos,g,small,170,3,3,360,9,210,51,195,449,360,9,cell pooled across sizes,0
camote tops,CAPIZ,MA-AYON,bugkos,g,medium,397.5,4,3,360,9,210,51,195,449,360,9,cell pooled across sizes,0
camote tops,CAPIZ,MA-AYON,bugkos,g,large,610,2,3,360,9,210,51,195,449,360,9,cell pooled across sizes,0
carrot,CAPIZ,MA-AYON,pieces or units,g,medium,95,3,2,95,3,135,153,140,1169,95,3,own cell x size,0
chicken,CAPIZ,MA-AYON,pack,g,medium,1165,2,3,1347.5,4,1347.5,4,1347.5,4,1347.5,4,cell pooled across sizes,0
chicken,CAPIZ,MA-AYON,pack,g,large,1597.5,2,3,1347.5,4,1347.5,4,1347.5,4,1347.5,4,cell pooled across sizes,0
chicken,CAPIZ,MA-AYON,whole (chicken),g,small,960,1,2,1080,3,1160,75,1120,468,1080,3,cell pooled across sizes,0
chicken,CAPIZ,MA-AYON,whole (chicken),g,medium,1080,1,2,1080,3,1160,75,1120,468,1080,3,cell pooled across sizes,0
chicken,CAPIZ,MA-AYON,whole (chicken),g,large,1165,1,2,1080,3,1160,75,1120,468,1080,3,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MA-AYON,big can,g,medium,1400,3,3,1400,5,1400,5,1400,5,1400,5,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MA-AYON,big can,g,large,1850,2,3,1400,5,1400,5,1400,5,1400,5,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MA-AYON,pieces or units,g,medium,48,5,3,48,5,31.5,88,32,505,48,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MA-AYON,putos,g,small,300,5,3,300,6,287.5,54,210,482,300,6,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MA-AYON,putos,g,medium,330,1,3,300,6,287.5,54,210,482,300,6,cell pooled across sizes,0
fresh fish,CAPIZ,MA-AYON,pieces or units,g,small,280,2,2,322.5,4,377.5,120,390,685,322.5,4,cell pooled across sizes,0
fresh fish,CAPIZ,MA-AYON,pieces or units,g,medium,380,2,2,322.5,4,377.5,120,390,685,322.5,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,MA-AYON,putos,g,small,43,1,3,43,1,47.5,2,58,82,58,82,item x unit (national),0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,MA-AYON,putos,mL,medium,70,1,3,70,1,62.5,22,65,148,62.5,22,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,MA-AYON,small cup,mL,small,75,2,3,75,2,100,27,100,185,100,27,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,MA-AYON,lipid/lapad,mL,medium,375,6,3,375,6,375,103,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,MA-AYON,long-neck,mL,large,750,6,3,750,6,750,26,750,478,750,6,own cell x size,0
loaf bread,CAPIZ,MA-AYON,large packs,g,large,640,3,3,640,3,640,68,640,411,640,3,own cell x size,0
loaf bread,CAPIZ,MA-AYON,medium packs,g,medium,450,3,3,450,3,450,39,450,352,450,3,own cell x size,0
loaf bread,CAPIZ,MA-AYON,small packs,g,small,300,1,3,300,1,400,33,370,259,400,33,province x item x unit,0
mango,CAPIZ,MA-AYON,pieces or units,g,small,192.5,2,3,250,6,230,73,230,539,250,6,cell pooled across sizes,0
mango,CAPIZ,MA-AYON,pieces or units,g,medium,265,3,3,250,6,230,73,230,539,250,6,cell pooled across sizes,0
mango,CAPIZ,MA-AYON,pieces or units,g,large,300,1,3,250,6,230,73,230,539,250,6,cell pooled across sizes,0
pork,CAPIZ,MA-AYON,1 order,g,medium,1505,1,3,1562.5,2,1562.5,2,1562.5,2,,,,1
pork,CAPIZ,MA-AYON,1 order,g,large,1620,1,3,1562.5,2,1562.5,2,1562.5,2,,,,1
"prawns, lobster, shrimp",CAPIZ,MA-AYON,tumpok,g,medium,125,1,2,125,1,290,39,260,147,290,39,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,MA-AYON,bilog,g,large,67.5,2,3,67.5,2,70,41,229,222,70,41,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,MA-AYON,putos,g,small,157.5,2,3,255,6,250,61,250,473,255,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,MA-AYON,putos,g,medium,260,3,3,255,6,250,61,250,473,255,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,MA-AYON,putos,g,large,385,1,3,255,6,250,61,250,473,255,6,cell pooled across sizes,0
cabbage,CAPIZ,MAMBUSAO,pieces or units,g,medium,695,3,2,695,3,695,169,655,1306,695,3,own cell x size,0
camote tops,CAPIZ,MAMBUSAO,bugkos,g,medium,202.5,4,2,202.5,4,210,51,195,449,202.5,4,own cell x size,0
carrot,CAPIZ,MAMBUSAO,pieces or units,g,small,72.5,4,3,87.5,12,135,153,140,1169,72.5,4,own cell x size,0
carrot,CAPIZ,MAMBUSAO,pieces or units,g,medium,90,5,3,87.5,12,135,153,140,1169,90,5,own cell x size,0
carrot,CAPIZ,MAMBUSAO,pieces or units,g,large,200,3,3,87.5,12,135,153,140,1169,200,3,own cell x size,0
chicken,CAPIZ,MAMBUSAO,bilog,g,small,1195,3,2,1272.5,6,1192.5,34,1095,230,1195,3,own cell x size,0
chicken,CAPIZ,MAMBUSAO,bilog,g,medium,1370,3,2,1272.5,6,1192.5,34,1095,230,1370,3,own cell x size,0
chicken,CAPIZ,MAMBUSAO,whole (chicken),g,small,1110,3,3,1195,9,1160,75,1120,468,1195,9,cell pooled across sizes,0
chicken,CAPIZ,MAMBUSAO,whole (chicken),g,medium,1212.5,4,3,1195,9,1160,75,1120,468,1195,9,cell pooled across sizes,0
chicken,CAPIZ,MAMBUSAO,whole (chicken),g,large,1430,2,3,1195,9,1160,75,1120,468,1195,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,balde,g,medium,1500,1,2,1500,1,1500,1,1500,5,1500,5,item x unit (national),0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,pieces or units,g,small,30,7,3,48,20,31.5,88,32,505,30,7,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,pieces or units,g,medium,48,7,3,48,20,31.5,88,32,505,48,7,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,pieces or units,g,large,90,6,3,48,20,31.5,88,32,505,90,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,putos,g,small,280,5,3,297.5,12,287.5,54,210,482,280,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,putos,g,medium,300,4,3,297.5,12,287.5,54,210,482,300,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,MAMBUSAO,putos,g,large,340,3,3,297.5,12,287.5,54,210,482,340,3,own cell x size,0
fresh fish,CAPIZ,MAMBUSAO,pieces or units,g,small,145,3,3,370,9,377.5,120,390,685,370,9,cell pooled across sizes,0
fresh fish,CAPIZ,MAMBUSAO,pieces or units,g,medium,395,4,3,370,9,377.5,120,390,685,370,9,cell pooled across sizes,0
fresh fish,CAPIZ,MAMBUSAO,pieces or units,g,large,605,2,3,370,9,377.5,120,390,685,370,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,MAMBUSAO,bowl,g,small,560,1,3,560,1,560,1,720,3,720,3,item x unit (national),0
"liquor (e.g, whisky, coconut wine)",CAPIZ,MAMBUSAO,lipid/lapad,mL,medium,750,11,3,750,11,375,103,375,618,750,11,own cell x size,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,MAMBUSAO,long-neck,mL,large,750,2,3,750,2,750,26,750,478,750,26,province x item x unit,0
loaf bread,CAPIZ,MAMBUSAO,large packs,g,medium,475,6,3,500,9,640,68,640,411,475,6,own cell x size,0
loaf bread,CAPIZ,MAMBUSAO,large packs,g,large,640,3,3,500,9,640,68,640,411,640,3,own cell x size,0
