bucket,prov,mun,item,harm,n_psps_obs
province fallback available,AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
province fallback available,AKLAN,MADALAG,"prawns, lobster, shrimp",tumpok,1
province fallback available,AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",pack,1
any-province fallback only,ANTIQUE,CULASI,rice,letse,1
province fallback available,AKLAN,TANGALAN,"prawns, lobster, shrimp",tumpok,1
province fallback available,ILOILO,TUBUNGAN,carrot,pack,1
any-province fallback only,AKLAN,ALTAVAS,rice,gantang,1
convertible from its own cell,ANTIQUE,BARBAZA,mango,pieces or units,1
convertible from its own cell,ANTIQUE,BARBAZA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,ANTIQUE,BELISON,camote,binilog,1
convertible from its own cell,ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
any-province fallback only,ANTIQUE,TIBIAO,beer,case,1
convertible from its own cell,ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",gin,1
convertible from its own cell,ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",long-neck,1
province fallback available,ANTIQUE,BUGASONG,"prawns, lobster, shrimp",tumpok,1
province fallback available,ANTIQUE,CULASI,loaf bread,tama-tama nga putos,1
province fallback available,ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
province fallback available,ILOILO,TIGBAUAN,carrot,pack,1
province fallback available,ANTIQUE,HAMTIC,camote,tumpok,1
province fallback available,ANTIQUE,LAUA-AN,chicken,pieces or units,1
convertible from its own cell,ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",long-neck,1
province fallback available,ILOILO,TUBUNGAN,camote tops,bundle,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1
convertible from its own cell,ILOILO,AJUY,fresh fish,tumpok,1
convertible from its own cell,ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,1
convertible from its own cell,ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
convertible from its own cell,ILOILO,NEW LUCENA,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ILOILO,OTON,beef,pieces or units,1
convertible from its own cell,ILOILO,OTON,cabbage,putos (mix vegetable),1
convertible from its own cell,ILOILO,OTON,camote,bilog,1
convertible from its own cell,CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
province fallback available,ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
convertible from its own cell,CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1
convertible from its own cell,ANTIQUE,BARBAZA,camote,bilog,1
convertible from its own cell,CAPIZ,CUARTERO,mango,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,loaf bread,large packs,1
convertible from its own cell,ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,loaf bread,large packs,1
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,mango,pieces or units,1
convertible from its own cell,ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ILOILO,MINA,rice,gantang,1
convertible from its own cell,ILOILO,NEW LUCENA,cabbage,pack,1
convertible from its own cell,CAPIZ,CUARTERO,chicken,pieces or units,1
convertible from its own cell,ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
convertible from its own cell,ANTIQUE,BARBAZA,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,fresh fish,pieces or units,1
province fallback available,ANTIQUE,PANDAN,loaf bread,medium packs,1
province fallback available,ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
province fallback available,ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
province fallback available,ANTIQUE,SAN REMIGIO,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
convertible from its own cell,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
convertible from its own cell,ILOILO,BADIANGAN,cabbage,half,1
convertible from its own cell,CAPIZ,DAO,camote,bilog,1
convertible from its own cell,CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ILOILO,ZARRAGA,loaf bread,small packs,1
convertible from its own cell,ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",container,1
convertible from its own cell,ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,1
convertible from its own cell,ILOILO,ZARRAGA,rice,salmon,1
province fallback available,ANTIQUE,SIBALOM,rice,gantang,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,cabbage,pieces or units,1
province fallback available,ANTIQUE,TIBIAO,loaf bread,tama-tama nga putos,1
convertible from its own cell,AKLAN,NEW WASHINGTON,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,AKLAN,TANGALAN,cabbage,pieces or units,1
convertible from its own cell,AKLAN,TANGALAN,carrot,pieces or units,1
convertible from its own cell,AKLAN,TANGALAN,chicken,whole (chicken),1
convertible from its own cell,ILOILO,MIAGAO,mango,pieces or units,1
convertible from its own cell,ILOILO,MINA,beef,pieces or units,1
convertible from its own cell,ILOILO,ANILAO,cabbage,pack 25 per pack in the market,1
convertible from its own cell,ILOILO,ANILAO,carrot,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bundle,1
convertible from its own cell,ILOILO,ANILAO,fresh fish,pack,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,chicken,whole (chicken),1
convertible from its own cell,AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1
convertible from its own cell,AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
convertible from its own cell,AKLAN,TANGALAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
province fallback available,ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
province fallback available,ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,mango,pieces or units,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
province fallback available,CAPIZ,DUMALAG,rice,letse,1
province fallback available,CAPIZ,DUMARAO,camote tops,bundle,1
province fallback available,CAPIZ,DUMARAO,rice,letse,1
province fallback available,CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",pack,1
province fallback available,CAPIZ,JAMINDAN,chicken,pieces or units,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,rice,gantang,1
province fallback available,CAPIZ,MA-AYON,chicken,slice,1
province fallback available,CAPIZ,MA-AYON,fresh fish,pack,1
province fallback available,CAPIZ,MAMBUSAO,beer,case,1
province fallback available,CAPIZ,MAMBUSAO,camote tops,bundle,1
province fallback available,CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,camote,bilog,1
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,chicken,pieces or units,1
convertible from its own cell,AKLAN,NEW WASHINGTON,cabbage,pieces or units,1
convertible from its own cell,AKLAN,NEW WASHINGTON,camote tops,bugkos,1
convertible from its own cell,AKLAN,NEW WASHINGTON,carrot,pieces or units,1
convertible from its own cell,ILOILO,BALASAN,camote,bilog,1
convertible from its own cell,ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",6 bottles of redhorse,1
convertible from its own cell,ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",junior lapad,1
convertible from its own cell,ILOILO,BADIANGAN,pork,slice,1
convertible from its own cell,ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,ILOILO,MAASIN,pork,pieces or units,1
convertible from its own cell,ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ILOILO,MAASIN,rice,sack of rice,1
convertible from its own cell,AKLAN,NEW WASHINGTON,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,AKLAN,NEW WASHINGTON,loaf bread,small packs,1
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,fresh fish,pieces or units,1
province fallback available,CAPIZ,PANAY,rice,letse,1
province fallback available,CAPIZ,PANITAN,cabbage,pack,1
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,CAPIZ,DUMALAG,cabbage,pack,1
province fallback available,CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,CAPIZ,DUMALAG,camote,bilog,1
convertible from its own cell,ILOILO,BALASAN,rice,gantang,1
convertible from its own cell,ILOILO,BANATE,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ILOILO,MAASIN,camote,bilog,1
convertible from its own cell,AKLAN,NABAS,camote tops,bugkos,1
convertible from its own cell,CAPIZ,DUMALAG,"crackers, cookies, buiscuits, chips/curls",pieces or units,1
convertible from its own cell,AKLAN,NABAS,chicken,whole (chicken),1
convertible from its own cell,ILOILO,ZARRAGA,cabbage,pack,1
convertible from its own cell,ILOILO,ZARRAGA,chicken,pieces of fried chicken,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,camote,bilog,1
province fallback available,CAPIZ,SAPI-AN,rice,letse,1
province fallback available,CAPIZ,SIGMA,cabbage,pack,1
convertible from its own cell,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bucket,1
convertible from its own cell,ILOILO,BANATE,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote,bilog,1
convertible from its own cell,ILOILO,BAROTAC NUEVO,fresh fish,pack,1
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),fresh fish,pieces or units,1
convertible from its own cell,ILOILO,LEMERY,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
province fallback available,CAPIZ,SIGMA,camote tops,bundle,1
convertible from its own cell,CAPIZ,DUMALAG,"mineral or spring water, all drinking water sold in containers",container,1
convertible from its own cell,AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,CAPIZ,DUMARAO,fresh fish,pack,1
convertible from its own cell,AKLAN,MALINAO,camote tops,3bugkos,1
convertible from its own cell,AKLAN,MALINAO,camote tops,bugkos,1
convertible from its own cell,AKLAN,MALINAO,fresh fish,pieces or units,1
convertible from its own cell,ILOILO,TUBUNGAN,cabbage,pack,1
convertible from its own cell,ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1
province fallback available,ILOILO,AJUY,"prawns, lobster, shrimp",pack,1
convertible from its own cell,AKLAN,MALAY,camote,binilog,1
convertible from its own cell,AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
province fallback available,ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1
province fallback available,ILOILO,ANILAO,chicken,whole (chicken),1
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
province fallback available,ILOILO,BADIANGAN,rice,letse,1
province fallback available,ILOILO,BALASAN,fresh fish,pack,1
convertible from its own cell,ILOILO,BAROTAC VIEJO,mango,pieces or units,1
convertible from its own cell,ANTIQUE,TIBIAO,cabbage,pieces or units,1
convertible from its own cell,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1
convertible from its own cell,ANTIQUE,TIBIAO,camote,bilog,1
convertible from its own cell,ANTIQUE,TIBIAO,carrot,pieces or units,1
convertible from its own cell,ANTIQUE,TIBIAO,chicken,pieces or units,1
convertible from its own cell,CAPIZ,IVISAN,camote,bilog,1
convertible from its own cell,ILOILO,BAROTAC VIEJO,beef,half,1
convertible from its own cell,ILOILO,TIGBAUAN,chicken,slice,1
convertible from its own cell,ILOILO,BAROTAC VIEJO,camote,bilog,1
convertible from its own cell,ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1
any-province fallback only,AKLAN,ALTAVAS,rice,letse,1
convertible from its own cell,AKLAN,MAKATO,fresh fish,pieces or units,1
convertible from its own cell,AKLAN,MAKATO,mango,pieces or units,1
convertible from its own cell,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1
province fallback available,ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
province fallback available,ILOILO,BALASAN,rice,salmon,1
province fallback available,ILOILO,BANATE,camote tops,bundle,1
province fallback available,ILOILO,BANATE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
province fallback available,ILOILO,BANATE,rice,letse,1
convertible from its own cell,ILOILO,BATAD,loaf bread,medium packs,1
convertible from its own cell,ILOILO,BATAD,mango,pieces or units,1
convertible from its own cell,ILOILO,LAMBUNAO,mango,pieces or units,1
convertible from its own cell,ILOILO,LEGANES,cabbage,pack,1
convertible from its own cell,NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1
convertible from its own cell,ANTIQUE,SIBALOM,fresh fish,pieces or units,1
convertible from its own cell,ILOILO,BAROTAC VIEJO,"liquor (e.g, whisky, coconut wine)",long-neck,1
convertible from its own cell,NEGROS OCCIDENTAL,HINIGARAN,mango,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,HINIGARAN,"prawns, lobster, shrimp",tumpok,1
province fallback available,ILOILO,BAROTAC VIEJO,chicken,pieces or units,1
province fallback available,ILOILO,BAROTAC VIEJO,loaf bread,tama-tama nga putos,1
province fallback available,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
province fallback available,ILOILO,BAROTAC VIEJO,rice,letse,1
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),cabbage,pack,1
convertible from its own cell,ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),carrot,pieces or units,1
convertible from its own cell,ILOILO,SARA,"prawns, lobster, shrimp",tumpok,1
convertible from its own cell,ILOILO,JANIUAY,"prawns, lobster, shrimp",pack,1
convertible from its own cell,ILOILO,SARA,rice,gantang,1
convertible from its own cell,ILOILO,TIGBAUAN,cabbage,pack,1
convertible from its own cell,ILOILO,BATAD,camote,bilog,1
convertible from its own cell,ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1
convertible from its own cell,AKLAN,LIBACAO,mango,pieces or units,1
convertible from its own cell,AKLAN,MADALAG,camote,binilog,1
province fallback available,ILOILO,CABATUAN,cabbage,pack,1
province fallback available,ILOILO,CABATUAN,carrot,pack,1
province fallback available,ILOILO,CARLES,chicken,bilog,1
convertible from its own cell,ILOILO,CABATUAN,cabbage,putos (mix vegetable),1
convertible from its own cell,ILOILO,TIGBAUAN,camote,small packs,1
convertible from its own cell,ILOILO,CABATUAN,camote tops,bundle,1
convertible from its own cell,ILOILO,CABATUAN,carrot,putos (mix vegetable),1
convertible from its own cell,ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pack,1
convertible from its own cell,CAPIZ,DUMARAO,fresh fish,pieces or units,1
convertible from its own cell,ILOILO,JANIUAY,chicken,patupa,1
convertible from its own cell,ANTIQUE,SEBASTE,fresh fish,pieces or units,1
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1
convertible from its own cell,ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,ILOILO,BINGAWAN,camote,bilog,1
province fallback available,ILOILO,CARLES,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
province fallback available,ILOILO,CARLES,rice,letse,1
province fallback available,ILOILO,CARLES,rice,salmon,1
province fallback available,ILOILO,CONCEPCION,camote tops,bundle,1
province fallback available,ILOILO,DINGLE,cabbage,sliced,1
province fallback available,ILOILO,DINGLE,camote tops,bundle,1
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1
convertible from its own cell,AKLAN,BURUANGA,loaf bread,large packs,1
