pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,nu_l0,weighing_approach,w_l1,n_l1,nu_l1,w_l2,n_l2,nu_l2,w_l3,n_l3,nu_l3,grams_used,n_g_used,nu_used,fallback_level,unconvertible,share_uncertain_used
cabbage,CAPIZ,DAO,pieces or units,g,small,500,3,0,3,535,7,0,695,169,9,655,1306,73,535,7,0,cell pooled across sizes,0,0
cabbage,CAPIZ,DAO,pieces or units,g,medium,540,2,0,3,535,7,0,695,169,9,655,1306,73,535,7,0,cell pooled across sizes,0,0
cabbage,CAPIZ,DAO,pieces or units,g,large,967.5,2,0,3,535,7,0,695,169,9,655,1306,73,535,7,0,cell pooled across sizes,0,0
cabbage,CAPIZ,DAO,putos (mix vegetable),g,medium,160,2,1,2,160,2,1,165,14,3,160,37,6,165,14,3,province x item x unit,0,.2142857142857143
camote,CAPIZ,DAO,bilog,g,small,97.5,2,0,3,130,6,2,145,58,25,140,509,195,130,6,2,cell pooled across sizes,0,.3333333333333333
camote,CAPIZ,DAO,bilog,g,medium,145,3,1,3,130,6,2,145,58,25,140,509,195,130,6,2,cell pooled across sizes,0,.3333333333333333
camote,CAPIZ,DAO,bilog,g,large,260,1,1,3,130,6,2,145,58,25,140,509,195,130,6,2,cell pooled across sizes,0,.3333333333333333
camote tops,CAPIZ,DAO,bugkos,g,small,175,1,0,3,175,1,0,210,51,10,195,449,63,210,51,10,province x item x unit,0,.196078431372549
carrot,CAPIZ,DAO,pieces or units,g,small,130,3,0,3,157.5,8,1,135,153,17,140,1169,152,157.5,8,1,cell pooled across sizes,0,.125
carrot,CAPIZ,DAO,pieces or units,g,medium,160,3,0,3,157.5,8,1,135,153,17,140,1169,152,157.5,8,1,cell pooled across sizes,0,.125
carrot,CAPIZ,DAO,pieces or units,g,large,212.5,2,1,3,157.5,8,1,135,153,17,140,1169,152,157.5,8,1,cell pooled across sizes,0,.125
chicken,CAPIZ,DAO,bilog,g,medium,1040,1,0,3,1185,2,0,1192.5,34,0,1095,230,3,1192.5,34,0,province x item x unit,0,0
chicken,CAPIZ,DAO,bilog,g,large,1330,1,0,3,1185,2,0,1192.5,34,0,1095,230,3,1192.5,34,0,province x item x unit,0,0
chicken,CAPIZ,DAO,whole (chicken),g,medium,992.5,2,0,3,1097.5,4,0,1160,75,0,1120,468,2,1097.5,4,0,cell pooled across sizes,0,0
chicken,CAPIZ,DAO,whole (chicken),g,large,1265,2,0,3,1097.5,4,0,1160,75,0,1120,468,2,1097.5,4,0,cell pooled across sizes,0,0
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,DAO,pieces or units,mL,small,473,2,0,3,486.5,4,0,473,9,1,355,164,34,486.5,4,0,cell pooled across sizes,0,0
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,DAO,pieces or units,mL,medium,500,1,0,3,486.5,4,0,473,9,1,355,164,34,486.5,4,0,cell pooled across sizes,0,0
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,DAO,pieces or units,mL,large,651,1,0,3,486.5,4,0,473,9,1,355,164,34,486.5,4,0,cell pooled across sizes,0,0
fresh fish,CAPIZ,DAO,pieces or units,g,small,285,2,0,3,375,6,1,377.5,120,35,390,685,213,375,6,1,cell pooled across sizes,0,.1666666666666667
fresh fish,CAPIZ,DAO,pieces or units,g,medium,375,3,0,3,375,6,1,377.5,120,35,390,685,213,375,6,1,cell pooled across sizes,0,.1666666666666667
fresh fish,CAPIZ,DAO,pieces or units,g,large,760,1,1,3,375,6,1,377.5,120,35,390,685,213,375,6,1,cell pooled across sizes,0,.1666666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DAO,pieces or units,mL,medium,75,2,0,2,75,2,0,65,17,1,100,166,4,65,17,1,province x item x unit,0,.0588235294117647
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DAO,putos,mL,medium,65,1,0,2,65,1,0,62.5,22,0,65,148,2,62.5,22,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DAO,small cup,mL,medium,110,1,0,2,110,1,0,100,27,1,100,185,5,100,27,1,province x item x unit,0,.037037037037037
"liquor (e.g, whisky, coconut wine)",CAPIZ,DAO,lipid/lapad,mL,small,375,2,0,3,375,3,0,375,103,3,375,618,7,375,3,0,cell pooled across sizes,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DAO,lipid/lapad,mL,medium,750,1,0,3,375,3,0,375,103,3,375,618,7,375,3,0,cell pooled across sizes,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DAO,long-neck,mL,large,750,3,0,3,750,3,0,750,26,0,750,478,1,750,3,0,the cell's own weighings,0,0
loaf bread,CAPIZ,DAO,large packs,g,large,640,1,0,3,640,1,0,640,68,3,640,411,6,640,68,3,province x item x unit,0,.0441176470588235
loaf bread,CAPIZ,DAO,medium packs,g,medium,450,1,0,3,545,2,0,450,39,0,450,352,0,450,39,0,province x item x unit,0,0
loaf bread,CAPIZ,DAO,medium packs,g,large,640,1,0,3,545,2,0,450,39,0,450,352,0,450,39,0,province x item x unit,0,0
loaf bread,CAPIZ,DAO,small packs,g,small,360,1,0,3,450,3,0,400,33,0,370,259,2,450,3,0,cell pooled across sizes,0,0
loaf bread,CAPIZ,DAO,small packs,g,medium,545,2,0,3,450,3,0,400,33,0,370,259,2,450,3,0,cell pooled across sizes,0,0
mango,CAPIZ,DAO,pieces or units,g,small,155,3,0,3,200,7,0,230,73,0,230,539,1,200,7,0,cell pooled across sizes,0,0
mango,CAPIZ,DAO,pieces or units,g,medium,225,2,0,3,200,7,0,230,73,0,230,539,1,200,7,0,cell pooled across sizes,0,0
mango,CAPIZ,DAO,pieces or units,g,large,297.5,2,0,3,200,7,0,230,73,0,230,539,1,200,7,0,cell pooled across sizes,0,0
"prawns, lobster, shrimp",CAPIZ,DAO,tumpok,g,medium,355,1,0,1,355,1,0,290,39,11,260,147,27,290,39,11,province x item x unit,0,.282051282051282
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DAO,bilog,g,medium,250,3,1,1,250,3,1,70,41,27,229,222,91,250,3,1,the cell's own weighings,0,.3333333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DAO,putos,g,medium,725,2,0,1,725,2,0,250,61,8,250,473,60,250,61,8,province x item x unit,0,.1311475409836066
cabbage,CAPIZ,DUMALAG,pack,g,small,175,2,0,3,175,2,0,160,11,1,150,43,6,160,11,1,province x item x unit,0,.0909090909090909
cabbage,CAPIZ,DUMALAG,pieces or units,g,small,407.5,6,0,3,635,17,1,695,169,9,655,1306,73,407.5,6,0,the cell's own weighings,0,0
cabbage,CAPIZ,DUMALAG,pieces or units,g,medium,662.5,6,0,3,635,17,1,695,169,9,655,1306,73,662.5,6,0,the cell's own weighings,0,0
cabbage,CAPIZ,DUMALAG,pieces or units,g,large,1125,5,1,3,635,17,1,695,169,9,655,1306,73,1125,5,1,the cell's own weighings,0,.2
camote,CAPIZ,DUMALAG,bilog,g,small,80,2,0,3,85,4,0,145,58,25,140,509,195,85,4,0,cell pooled across sizes,0,0
camote,CAPIZ,DUMALAG,bilog,g,medium,120,2,0,3,85,4,0,145,58,25,140,509,195,85,4,0,cell pooled across sizes,0,0
camote tops,CAPIZ,DUMALAG,bugkos,g,medium,187.5,2,0,1,187.5,2,0,210,51,10,195,449,63,210,51,10,province x item x unit,0,.196078431372549
carrot,CAPIZ,DUMALAG,pieces or units,g,small,90,5,0,3,160,14,3,135,153,17,140,1169,152,90,5,0,the cell's own weighings,0,0
carrot,CAPIZ,DUMALAG,pieces or units,g,medium,165,5,0,3,160,14,3,135,153,17,140,1169,152,165,5,0,the cell's own weighings,0,0
carrot,CAPIZ,DUMALAG,pieces or units,g,large,300,4,3,3,160,14,3,135,153,17,140,1169,152,300,4,3,the cell's own weighings,0,.75
chicken,CAPIZ,DUMALAG,whole (chicken),g,medium,1005,3,0,3,1355,5,0,1160,75,0,1120,468,2,1355,5,0,cell pooled across sizes,0,0
chicken,CAPIZ,DUMALAG,whole (chicken),g,large,1492.5,2,0,3,1355,5,0,1160,75,0,1120,468,2,1355,5,0,cell pooled across sizes,0,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,DUMALAG,pieces or units,g,medium,31,6,0,2,31,6,0,31.5,88,14,32,505,68,31,6,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,DUMALAG,putos,g,medium,310,4,3,1,310,4,3,287.5,54,37,210,482,249,310,4,3,the cell's own weighings,0,.75
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,DUMALAG,pieces or units,mL,small,473,1,0,3,473,1,0,473,9,1,355,164,34,473,9,1,province x item x unit,0,.1111111111111111
fresh fish,CAPIZ,DUMALAG,pieces or units,g,medium,530,2,1,3,722.5,4,3,377.5,120,35,390,685,213,722.5,4,3,cell pooled across sizes,0,.75
fresh fish,CAPIZ,DUMALAG,pieces or units,g,large,907.5,2,2,3,722.5,4,3,377.5,120,35,390,685,213,722.5,4,3,cell pooled across sizes,0,.75
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,pieces or units,mL,medium,45,1,0,2,45,1,0,65,17,1,100,166,4,65,17,1,province x item x unit,0,.0588235294117647
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,putos,mL,medium,49.5,2,0,2,49.5,2,0,62.5,22,0,65,148,2,62.5,22,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,small cup,mL,medium,105,2,0,2,105,2,0,100,27,1,100,185,5,100,27,1,province x item x unit,0,.037037037037037
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,lipid/lapad,mL,small,375,4,0,3,375,5,0,375,103,3,375,618,7,375,5,0,cell pooled across sizes,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,lipid/lapad,mL,large,750,1,0,3,375,5,0,375,103,3,375,618,7,375,5,0,cell pooled across sizes,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,long-neck,mL,small,750,1,0,2,875,2,0,750,26,0,750,478,1,750,26,0,province x item x unit,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMALAG,long-neck,mL,medium,1000,1,0,2,875,2,0,750,26,0,750,478,1,750,26,0,province x item x unit,0,0
loaf bread,CAPIZ,DUMALAG,large packs,g,large,700,3,0,3,700,3,0,640,68,3,640,411,6,700,3,0,the cell's own weighings,0,0
loaf bread,CAPIZ,DUMALAG,medium packs,g,medium,500,4,0,3,500,5,0,450,39,0,450,352,0,500,5,0,cell pooled across sizes,0,0
loaf bread,CAPIZ,DUMALAG,medium packs,g,large,640,1,0,3,500,5,0,450,39,0,450,352,0,500,5,0,cell pooled across sizes,0,0
loaf bread,CAPIZ,DUMALAG,small packs,g,small,400,1,0,3,450,2,0,400,33,0,370,259,2,400,33,0,province x item x unit,0,0
loaf bread,CAPIZ,DUMALAG,small packs,g,medium,500,1,0,3,450,2,0,400,33,0,370,259,2,400,33,0,province x item x unit,0,0
mango,CAPIZ,DUMALAG,pieces or units,g,small,155,3,0,3,195,8,0,230,73,0,230,539,1,195,8,0,cell pooled across sizes,0,0
mango,CAPIZ,DUMALAG,pieces or units,g,medium,195,3,0,3,195,8,0,230,73,0,230,539,1,195,8,0,cell pooled across sizes,0,0
mango,CAPIZ,DUMALAG,pieces or units,g,large,285,2,0,3,195,8,0,230,73,0,230,539,1,195,8,0,cell pooled across sizes,0,0
"mineral or spring water, all drinking water sold in containers",CAPIZ,DUMALAG,container,mL,medium,1000,1,1,3,1000,1,1,1000,1,1,1000,1,1,,,,,1,
"prawns, lobster, shrimp",CAPIZ,DUMALAG,tumpok,g,medium,215,1,0,1,215,1,0,290,39,11,260,147,27,290,39,11,province x item x unit,0,.282051282051282
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,bilog,g,small,250,1,0,3,375,2,1,70,41,27,229,222,91,70,41,27,province x item x unit,0,.6585365853658537
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,bilog,g,large,500,1,1,3,375,2,1,70,41,27,229,222,91,70,41,27,province x item x unit,0,.6585365853658537
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,putos,g,medium,1000,3,2,2,1000,3,2,250,61,8,250,473,60,1000,3,2,the cell's own weighings,0,.6666666666666666
cabbage,CAPIZ,DUMARAO,pack,g,small,87.5,2,0,3,355,5,1,160,11,1,150,43,6,355,5,1,cell pooled across sizes,0,.2
cabbage,CAPIZ,DUMARAO,pack,g,medium,465,2,1,3,355,5,1,160,11,1,150,43,6,355,5,1,cell pooled across sizes,0,.2
cabbage,CAPIZ,DUMARAO,pack,g,large,770,1,0,3,355,5,1,160,11,1,150,43,6,355,5,1,cell pooled across sizes,0,.2
cabbage,CAPIZ,DUMARAO,pieces or units,g,small,570,3,0,3,890,7,2,695,169,9,655,1306,73,890,7,2,cell pooled across sizes,0,.2857142857142857
cabbage,CAPIZ,DUMARAO,pieces or units,g,medium,925,2,0,3,890,7,2,695,169,9,655,1306,73,890,7,2,cell pooled across sizes,0,.2857142857142857
cabbage,CAPIZ,DUMARAO,pieces or units,g,large,1387.5,2,2,3,890,7,2,695,169,9,655,1306,73,890,7,2,cell pooled across sizes,0,.2857142857142857
camote tops,CAPIZ,DUMARAO,bugkos,g,medium,175,1,0,1,175,1,0,210,51,10,195,449,63,210,51,10,province x item x unit,0,.196078431372549
carrot,CAPIZ,DUMARAO,pieces or units,g,small,87.5,2,0,3,135,5,0,135,153,17,140,1169,152,135,5,0,cell pooled across sizes,0,0
carrot,CAPIZ,DUMARAO,pieces or units,g,medium,140,2,0,3,135,5,0,135,153,17,140,1169,152,135,5,0,cell pooled across sizes,0,0
carrot,CAPIZ,DUMARAO,pieces or units,g,large,220,1,0,3,135,5,0,135,153,17,140,1169,152,135,5,0,cell pooled across sizes,0,0
chicken,CAPIZ,DUMARAO,bilog,g,medium,1270,1,0,3,1352.5,2,0,1192.5,34,0,1095,230,3,1192.5,34,0,province x item x unit,0,0
chicken,CAPIZ,DUMARAO,bilog,g,large,1435,1,0,3,1352.5,2,0,1192.5,34,0,1095,230,3,1192.5,34,0,province x item x unit,0,0
fresh fish,CAPIZ,DUMARAO,pack,g,medium,780,1,1,2,780,1,1,680,4,4,620,29,29,680,4,4,province x item x unit,0,1
fresh fish,CAPIZ,DUMARAO,pieces or units,g,large,680,1,1,3,680,1,1,377.5,120,35,390,685,213,377.5,120,35,province x item x unit,0,.2916666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,pieces or units,mL,small,112.5,2,0,3,112.5,2,0,65,17,1,100,166,4,65,17,1,province x item x unit,0,.0588235294117647
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,putos,mL,small,45,1,0,3,45,1,0,62.5,22,0,65,148,2,62.5,22,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMARAO,small cup,mL,small,100,3,0,3,100,3,0,100,27,1,100,185,5,100,3,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,DUMARAO,lipid/lapad,mL,medium,375,3,0,3,375,3,0,375,103,3,375,618,7,375,3,0,the cell's own weighings,0,0
loaf bread,CAPIZ,DUMARAO,large packs,g,large,640,2,0,3,640,2,0,640,68,3,640,411,6,640,68,3,province x item x unit,0,.0441176470588235
loaf bread,CAPIZ,DUMARAO,medium packs,g,small,450,4,0,3,450,5,0,450,39,0,450,352,0,450,5,0,cell pooled across sizes,0,0
loaf bread,CAPIZ,DUMARAO,medium packs,g,large,640,1,0,3,450,5,0,450,39,0,450,352,0,450,5,0,cell pooled across sizes,0,0
loaf bread,CAPIZ,DUMARAO,small packs,g,small,360,2,0,3,360,2,0,400,33,0,370,259,2,400,33,0,province x item x unit,0,0
mango,CAPIZ,DUMARAO,pieces or units,g,small,155,2,0,3,220,6,0,230,73,0,230,539,1,220,6,0,cell pooled across sizes,0,0
mango,CAPIZ,DUMARAO,pieces or units,g,medium,230,3,0,3,220,6,0,230,73,0,230,539,1,220,6,0,cell pooled across sizes,0,0
mango,CAPIZ,DUMARAO,pieces or units,g,large,355,1,0,3,220,6,0,230,73,0,230,539,1,220,6,0,cell pooled across sizes,0,0
"prawns, lobster, shrimp",CAPIZ,DUMARAO,tumpok,g,medium,570,1,1,1,570,1,1,290,39,11,260,147,27,290,39,11,province x item x unit,0,.282051282051282
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,bilog,g,medium,250,2,0,2,250,2,0,70,41,27,229,222,91,70,41,27,province x item x unit,0,.6585365853658537
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,putos,g,medium,250,2,0,2,250,2,0,250,61,8,250,473,60,250,61,8,province x item x unit,0,.1311475409836066
cabbage,CAPIZ,IVISAN,pieces or units,g,small,507.5,6,0,3,705,18,1,695,169,9,655,1306,73,507.5,6,0,the cell's own weighings,0,0
cabbage,CAPIZ,IVISAN,pieces or units,g,medium,715,7,0,3,705,18,1,695,169,9,655,1306,73,715,7,0,the cell's own weighings,0,0
cabbage,CAPIZ,IVISAN,pieces or units,g,large,1100,5,1,3,705,18,1,695,169,9,655,1306,73,1100,5,1,the cell's own weighings,0,.2
camote,CAPIZ,IVISAN,bilog,g,small,90,3,0,3,205,9,5,145,58,25,140,509,195,205,9,5,cell pooled across sizes,0,.5555555555555556
camote,CAPIZ,IVISAN,bilog,g,medium,212.5,4,3,3,205,9,5,145,58,25,140,509,195,205,9,5,cell pooled across sizes,0,.5555555555555556
camote,CAPIZ,IVISAN,bilog,g,large,292.5,2,2,3,205,9,5,145,58,25,140,509,195,205,9,5,cell pooled across sizes,0,.5555555555555556
camote tops,CAPIZ,IVISAN,bundle,g,medium,155,3,0,1,155,3,0,170,7,0,500,101,48,155,3,0,the cell's own weighings,0,0
carrot,CAPIZ,IVISAN,pieces or units,g,small,77.5,6,1,3,135,13,2,135,153,17,140,1169,152,77.5,6,1,the cell's own weighings,0,.1666666666666667
carrot,CAPIZ,IVISAN,pieces or units,g,medium,135,3,0,3,135,13,2,135,153,17,140,1169,152,135,3,0,the cell's own weighings,0,0
carrot,CAPIZ,IVISAN,pieces or units,g,large,180,4,1,3,135,13,2,135,153,17,140,1169,152,180,4,1,the cell's own weighings,0,.25
chicken,CAPIZ,IVISAN,whole (chicken),g,small,900,3,0,3,1145,9,0,1160,75,0,1120,468,2,1145,9,0,cell pooled across sizes,0,0
chicken,CAPIZ,IVISAN,whole (chicken),g,medium,1210,4,0,3,1145,9,0,1160,75,0,1120,468,2,1145,9,0,cell pooled across sizes,0,0
chicken,CAPIZ,IVISAN,whole (chicken),g,large,1647.5,2,0,3,1145,9,0,1160,75,0,1120,468,2,1145,9,0,cell pooled across sizes,0,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,pieces or units,g,small,31,2,0,3,31,2,0,31.5,88,14,32,505,68,31.5,88,14,province x item x unit,0,.1590909090909091
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,putos,g,medium,250,3,1,2,250,3,1,287.5,54,37,210,482,249,250,3,1,the cell's own weighings,0,.3333333333333333
fresh fish,CAPIZ,IVISAN,pieces or units,g,small,225,5,1,3,490,15,2,377.5,120,35,390,685,213,225,5,1,the cell's own weighings,0,.2
fresh fish,CAPIZ,IVISAN,pieces or units,g,medium,492.5,6,0,3,490,15,2,377.5,120,35,390,685,213,492.5,6,0,the cell's own weighings,0,0
fresh fish,CAPIZ,IVISAN,pieces or units,g,large,587.5,4,1,3,490,15,2,377.5,120,35,390,685,213,587.5,4,1,the cell's own weighings,0,.25
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,IVISAN,putos,mL,medium,700,1,0,2,700,1,0,62.5,22,0,65,148,2,62.5,22,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,IVISAN,small cup,mL,small,180,1,0,3,180,1,0,100,27,1,100,185,5,100,27,1,province x item x unit,0,.037037037037037
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,small,437.5,6,0,3,600,12,3,375,103,3,375,618,7,437.5,6,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,medium,750,3,0,3,600,12,3,375,103,3,375,618,7,750,3,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,lipid/lapad,mL,large,1000,3,3,3,600,12,3,375,103,3,375,618,7,1000,3,3,the cell's own weighings,0,1
"liquor (e.g, whisky, coconut wine)",CAPIZ,IVISAN,long-neck,mL,large,750,4,0,3,750,4,0,750,26,0,750,478,1,750,4,0,the cell's own weighings,0,0
loaf bread,CAPIZ,IVISAN,large packs,g,large,640,3,0,3,640,3,0,640,68,3,640,411,6,640,3,0,the cell's own weighings,0,0
loaf bread,CAPIZ,IVISAN,medium packs,g,medium,450,4,0,3,450,4,0,450,39,0,450,352,0,450,4,0,the cell's own weighings,0,0
loaf bread,CAPIZ,IVISAN,small packs,g,small,360,3,0,3,360,3,0,400,33,0,370,259,2,360,3,0,the cell's own weighings,0,0
mango,CAPIZ,IVISAN,pieces or units,g,small,220,4,0,3,252.5,12,0,230,73,0,230,539,1,220,4,0,the cell's own weighings,0,0
mango,CAPIZ,IVISAN,pieces or units,g,medium,260,5,0,3,252.5,12,0,230,73,0,230,539,1,260,5,0,the cell's own weighings,0,0
mango,CAPIZ,IVISAN,pieces or units,g,large,295,3,0,3,252.5,12,0,230,73,0,230,539,1,295,3,0,the cell's own weighings,0,0
"prawns, lobster, shrimp",CAPIZ,IVISAN,tumpok,g,medium,250,3,0,1,250,3,0,290,39,11,260,147,27,250,3,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,IVISAN,bilog,g,large,70,3,3,3,70,3,3,70,41,27,229,222,91,70,3,3,the cell's own weighings,0,1
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,IVISAN,pack,g,medium,280,3,0,2,280,3,0,280,3,0,250,85,12,280,3,0,the cell's own weighings,0,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,small,460,4,0,3,802.5,10,3,695,169,9,655,1306,73,460,4,0,the cell's own weighings,0,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,medium,840,3,0,3,802.5,10,3,695,169,9,655,1306,73,840,3,0,the cell's own weighings,0,0
cabbage,CAPIZ,JAMINDAN,pieces or units,g,large,1360,3,3,3,802.5,10,3,695,169,9,655,1306,73,1360,3,3,the cell's own weighings,0,1
camote tops,CAPIZ,JAMINDAN,bugkos,g,medium,230,1,0,2,230,1,0,210,51,10,195,449,63,210,51,10,province x item x unit,0,.196078431372549
camote tops,CAPIZ,JAMINDAN,bundle,g,medium,245,1,0,1,245,1,0,170,7,0,500,101,48,170,7,0,province x item x unit,0,0
carrot,CAPIZ,JAMINDAN,pieces or units,g,medium,145,3,0,2,145,3,0,135,153,17,140,1169,152,145,3,0,the cell's own weighings,0,0
chicken,CAPIZ,JAMINDAN,bilog,g,large,1075,1,0,3,1075,1,0,1192.5,34,0,1095,230,3,1192.5,34,0,province x item x unit,0,0
chicken,CAPIZ,JAMINDAN,chicken wings,g,medium,15,1,1,2,15,1,1,15,1,1,15,1,1,,,,,1,
chicken,CAPIZ,JAMINDAN,whole (chicken),g,large,1245,1,0,3,1245,1,0,1160,75,0,1120,468,2,1160,75,0,province x item x unit,0,0
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,pieces or units,g,small,48,1,0,3,129,2,1,31.5,88,14,32,505,68,31.5,88,14,province x item x unit,0,.1590909090909091
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,pieces or units,g,large,210,1,1,3,129,2,1,31.5,88,14,32,505,68,31.5,88,14,province x item x unit,0,.1590909090909091
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,g,small,240,1,0,2,285,2,1,287.5,54,37,210,482,249,287.5,54,37,province x item x unit,0,.6851851851851852
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,g,medium,330,1,1,2,285,2,1,287.5,54,37,210,482,249,287.5,54,37,province x item x unit,0,.6851851851851852
"drinks at restaurant, hotel, cafe, or kiosk",CAPIZ,JAMINDAN,pieces or units,mL,small,355,1,0,3,355,1,0,473,9,1,355,164,34,473,9,1,province x item x unit,0,.1111111111111111
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,small,370,2,0,3,390,5,0,377.5,120,35,390,685,213,390,5,0,cell pooled across sizes,0,0
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,medium,405,2,0,3,390,5,0,377.5,120,35,390,685,213,390,5,0,cell pooled across sizes,0,0
fresh fish,CAPIZ,JAMINDAN,pieces or units,g,large,585,1,0,3,390,5,0,377.5,120,35,390,685,213,390,5,0,cell pooled across sizes,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,pieces or units,mL,small,90,1,0,3,90,1,0,65,17,1,100,166,4,65,17,1,province x item x unit,0,.0588235294117647
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,putos,mL,small,60,2,0,3,60,2,0,62.5,22,0,65,148,2,62.5,22,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,small cup,mL,small,80,2,0,3,80,2,0,100,27,1,100,185,5,100,27,1,province x item x unit,0,.037037037037037
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,tub,mL,medium,875,2,0,3,1000,3,0,1000,9,1,1000,9,1,1000,3,0,cell pooled across sizes,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,JAMINDAN,tub,mL,large,1250,1,0,3,1000,3,0,1000,9,1,1000,9,1,1000,3,0,cell pooled across sizes,0,0
"liquor (e.g, whisky, coconut wine)",CAPIZ,JAMINDAN,lipid/lapad,mL,medium,375,1,0,3,375,1,0,375,103,3,375,618,7,375,103,3,province x item x unit,0,.029126213592233
"liquor (e.g, whisky, coconut wine)",CAPIZ,JAMINDAN,long-neck,mL,large,750,1,0,3,750,1,0,750,26,0,750,478,1,750,26,0,province x item x unit,0,0
loaf bread,CAPIZ,JAMINDAN,individual,g,small,60,1,1,3,60,1,1,60,1,1,60,1,1,,,,,1,
loaf bread,CAPIZ,JAMINDAN,large packs,g,medium,640,1,0,2,640,1,0,640,68,3,640,411,6,640,68,3,province x item x unit,0,.0441176470588235
